Nepali_Text,binary_label
त भरखर भाईरल भाको होस बुझिस,0
घोठल्ला इस स्पिकिङ इंग्लिस!,0
यामा बुद्ध दै लिजेन्ड हो. .सो जेपीटी ना बोलम यामा दाइको बारीमा,0
मिसिङ किङ ओएफ रेपर.(*याममा बुद्ध),0
"रियल डिफरेन्स बेटवीन डिसिप्लिन्ड आर्टिस्ट & अनडिसिप्लिन्ड ओने!!
#आईबी",0
"यामा बुद्ध💕 इस अल्वेज लिजेन्ड हिस प्लेस  नेभर रिप्लेस
रोड बाटा आको लाई वी१० लाई खुब वाउ दियौ आइले देखाइदियो😡",0
भिटेन वाना से थात याममा बुद्ध इस तोरी र्यापर??  हे वन्न से आईबी इस बाद र्यापर?  इ वाना नोव थात,1
गन्द मे ओइल जादा होगया इसका  अभि कटेगा  येह बीएसडीके,0
सब्द कर एक डिस जावोस् रन्ड को बाल वी१० बचा लाई :/,0
वे नोव व्हो इस याम बुद्ध बुट योउ रेस्पेक्ट टो एक्टर,0
र्यापर को नाम बदनाम गराउने वायो येसले गर्दा,1
गर्ल्स ध्रु को फेभराइट हाइना वेतन हरमारो इन्डिया को अस्तो ६ टेमरको फेभराइट रेपर डाकिस वेतन,0
देश मा फेरी आउट बाउला को इन्ट्री वो,0
व्हो इस थिस् गाई?? इस हे आ कमेडियन??,1
ब्याकग्राउण्ड म्युजिक सो लाउड,0
साले एमजी नेपाली को जोरा होसा आफ्नु देश को पैचान चिन रफ सब्द नबोल एमसी तेरो ता दिदी वैनी हरु जैना होला त्र हाम्रो नेपाल आमा डीडी हरु क्सान तैले यस्तो बोलादा कसैले राम्रो तानेको जेन,1
साला तोह मुजी ले पाइला आफ्नो आईबी दै लाई रेस्पेक्ट ग्र्नु सिख्न साला खाते रण्डी को चोरो🤬,1
साला पागल जेपीटी,1
साला चुट्या..धर्ती को बोज,1
साला खाते यामा दाइको खुथा मा पानी सौदैन तह खाते,1
"साला खाते बाबा हो तेरो यामा बुद्ध 
बर्सिस अहिले आयेर",1
भिटेन त हिजो को अन्डा आज को चल्ला हो यसलाई के थाहा नेपहप को बाटो कलसे बनायो भनेर साला छाडा राप गाएर सान देखाउँछ 😡😡,1
अब था भो यसले पुलिसको धुलाइ किन खाको रैछ भनेर।मुला तेरो गुरु हो यम बुद्ध।के साला गुरु भन्दा चेला कै जाने भो भने त गुरु भईश गु,1
चप्पालाई चप्पल हान्न नपुगेको साला औतारीई नया पारा उल्टो चप्पल खडा कसो होला भिटेन ब्रो पोखरा मा ढुङ्गा खायेर पुगेन जस्तो एक्सए लात जुत्त झापड चाआक मा पेट्रोल हालेर बाल्दिनु नपरोस् नि फेरिई,1
अस्तो पानी सिंगर हुन्च साला मथुउ,1
साला गस्ला राब्र्ज बनायो ठ्सलाई नि गाली गर्ने ता ता खाठा,1
चिक्क्ने धुसिइ भित्तिइ तैनातुईको र्याप बनेर भोकचास धेरैइ साला डेनी फुच्चे,1
साला पीजीएल हैक्स मुगी भिटेन,1
मुजे साला भिटेन 🤬🤬🤬 योउ आरे म...........एफ भिटेन एन्ड रेस्पेक्ट यमबुद्ध,1
लाडो को जतारो हाँक्सु मुजी न्यू. 😠😠😠,1
लाडो वन मुजिइइ आईबी इस लव,1
लाडो चिक्नी जाक्सा भिटेन लाडो लर्व नया मुगी चिक्नी कहातेय चोर,1
लाडो चुस ता मार्क्सस यामा दै इस लिजेन्ड कस्सम यामा दै ले गर्दा ता यू ठाउ मा एक्सएस मुगी खाते 😠😠😠,1
लाडो खा एमसी खाते मुग,1
"लाडो मुगी भिटेन 
टीडब्लू मुगी मचाकानी हेरो नव🖕🖕",1
मेरो लाडो माया चोक्न टप्पा,1
"लाडो खा मिग 
टीडब्लू मात्र हो आरडब्लु  र्यापर😂",1
यमाचिक्नी ४वायर्स पहिला  वैरल वको बाछ मुग ग्याङस्ट्रर लाडो,1
मुगीई    मेरो   लाडो  वन  बरु  मुगीई,1
रोन्दी भिटेन जथा फोक्टा को गफ डेन्च्स मकाचुट मुजी लारो जस्तो राप हान्च्स आफै ला आफै लाई राप गोड सोच्च्स..मुजी,1
यो रान्दो लो जोरो खाले चाई बडी बोल्यो मुजे,1
राडी बन माचिक्ने हल्ला गार्क्सास धेर खाते 🖕🖕🖕,1
ओए भिटेन वैइ तैले धतुरो खारा बोलेको कालिक फ्रेश मा बोल्ने राग ट्रिप मा जोइन🥱🥱🥱,1
रन्दी मुग चार्ज मा जे बोलेनी व्हाक्सा क्रे माचिक्नी😠,1
भिटेन  रन्दाको जोरा ख्ती  आईबी इस बेस्ट रेपर इन नेपाल भिटेन ख्ती रिपेक्ट गोर सीएआई आईबी लाई होव,1
भाक मुगी भिटेन..... रन्डी को बाँ मुख चर्चास,1
"रण्डी को बन  भिटेन रण्डी लाडो
.. 
रेस्पेक्ट यामा बुद्ध  दाइइ..
मिस योउ यामा बुद्ध दै

.......",1
रण्डी को सुरा इन्डिया लाई के व्हान्क्सास...भिटेन  व्है एली क्ति बोल्नु सिक है...टो मुजी लाई इन्डिया ली गर्दा टो फोलप वको बुजिस...,1
"रण्डी भीटीएन ता आइजो जुड्न मा नेपाल मा चु
तारा ता जस्तो खातेले आईबी गोड को नाम नाली",1
रण्डीको बाँ खाते😠😠,1
जथा हरु म्युजिक म्त्रेई एती धेरो हल्च कि कुरा ता सुन्नै पौडेन .... रण्डी को बन हरु,1
मुला झयाप भएर बढी नबोल यामा दाइको खुट्टा मा नि सुहाउँदैनस 🙄 खाते यामा दाइ को खत्रा एल्बम चोरेर यात्रा एल्बम निकालेको होस त गु ले 😏😏😏,1
मुला टिलर जसरी येमाबुढा लाए गाली गरिस् तेरो वालो कोइले नहोस्🤬,1
हाहा एसले राप हानेको हो कि एसलाई राप ला हानेको कैले बुझिन मैला चाई घास मुला😂😂,1
कदर गर्न सेक वाई आफू वन्द ठूला को  बोल्न सेक मुला,1
थुक्क मुला एस्ता नि आर्टिस्ट हुन्क्सा??,1
एफ**के वी१० होकी मुला ढुङ्गा खाना 👊😤,1
"१ ओएफ मा हिटेड सोङ ओएफ थिस् मुला को,(विग डेन)",1
थुक्क मुला ।।।झण्डै गाली गरे मैले ।।। चिन्छस गोड लाई देखेको ज्याक्स।।।।।यमा इस अल्वेज गोड ।।।।जाई हिपहप,1
वी टेन को सिक्किम मा अव्नु वडा मुलाको,1
इन्डिया ऐजना आबो बाश चेइ झारु हुने गरी धुलाई खाँचस् खटाय मुला,1
मेरो झट खा मुला तैले..🙄🙄😂😂😂,1
उम्रिँदा तीन पात को हो यो क्त...के कमेन्ट गर्नु येअस्तो मुला लाई,1
यो मुला भिटेन ले यामा बुद्धकै नाम बेचेर यहा पुग्या हो😂,1
मुजी भिटेन ले के सक्सा बे रण्डी को बाँ वाटे हो यो मुजी मेरो चाक 🖕🖕🖕लव यमाआआआ दादा😍,1
मुजी भिटेन ९८२८०१२८१४ काल मे तलाई मचिक्नी सिकाओक्सु होव टो रेस्पेक्ट लिजेन्ड यामा बुद्ध ता मुजी तेरो लिरिक्स गू जस्तै हो साले,1
मुजी टो आस्ती को बाछ हो.नेपाल को साआँ हो मुजी यामा दै।,1
मुजी तोरीई गफ ह्यान्क्स्व यामा बुद्ध को कुरा तेरो मुख मा सुहाउँव बुजिस गिरीश खाते को कुकुर,1
मुजी खाते भिटेन यामा लाई डाउन हानेर,1
"मुजी ट्यापे एमसी साला खाते खाले.
ता मुजी येमा बुद्ध लाई गाली गर्ने वैस हैन पाख ...",1
फुच उ भिटेन चक्का मुजी ताले तेरो गर मा आटेर कोन्डो ह्यान्डिन्क्सु,1
मुजी भिटेन वन्दा  फर बेटर एक्सओ ५:५५,1
भिटेन ता मुजी फुचे पाकक हो. हेरुम कति दिन चल्क्स ता,1
अनि भिटेन वाई तेरो राप जोत को एक्सए क्या अलिक हुनु पारो नि टेली वान्क्सास यामा बुद्द जोतको तारा आफूले आफूलाई हेर मुजी एक चोटी😅को कस्तो वनेर 💥,1
लिरिकल रे मुजी,1
यामा ना मारेको भा तोह ता मुजी को बुत्ला मा पानी गन्ती आव्दाएन टिस...,1
राप हेरो आईबी ता मुजी   चार्ज मा बडी  बोल्क्सास,1
यामा बुद्ध वास लिजेन्ड ता मुजी पो गिरीश को व्लग बाटा आको ता बुट उ नोव यामा बुद्ध हे इस लिजेन्ड हे इस स्टिल लिजेन्ड रिप मेरो दै मिसिङ उ आ लोट.तपाई नभयेर दै आयगा खट्या हरु जेपीटी बोल्दै एक्सए,1
चार सी मुजी... कोन्डो वन,1
"मुजी भिटेन ,कोन्डो वन ना जथा",1
थुक्का मुजी फुटेको कन्डम को नतिजा,1
ता हान्न ता मुजी भीटीएन,1
यो मुग झ्याप मा एक्सए घर जा मुजी😂😂😂,1
मुजी विटेन,1
"इन्डिया लाई तोरी वञ्चस...इमिवे,डिभाइन, रफ्तार हरु को नाम पानी सुनेको चास के मुजी🖕😠",1
टाइट मुजी तोरी,1
हान ना यो मुजी वी१० लाई,1
". 
 ओइ मुजी भाइ तारो कान्डो जस्तो गफ ..? 💀🖕🖕🖕🖕",1
"मैला वेतन लाई कमेन्ट गरा 
टीडब्लू मुजी लाई गराना होइन",1
❤️य बी दै ला जाति को राप हान्नु शोक चेक्स मुजी वी १० 🖕🖕,1
"कम्पेयर न् गरा मुजी 
यामा दै. लाई.
यो सँग",1
आ मकाचूट रारीको बन मुजी भिटेन तारो गति ता अस्टोपो हो,1
यो मुजी लाई ने बीच बजार मा ठोक्दिनु पर्ने,1
मुजी र्यापर होइँव झ्याप्पर हो ता तोरी,1
ता मुजी हान मशीनी हावा.?,1
वाक मुजी पतुर जथा,1
मुजी भिटेन के वान्डिक्सास,1
तोह जथा बेसी मुक एनसीएचआरआरआरआर मुजी,1
मुजि वी/१० लाई जस्ले गाली गर्छ त्यो माचिकने हो। गालि गर्ने मुजिको म चाक हान्छु। वी/१० मेरो फ्यान हो साला तोरिहोरु। 👊👊👊👊👊👊,1
हिजो अस्ति कन्सर्टमा ढुङ्गा खाएर मर्छु भन्दै रुने मुजि यमा दाइ लाई डिसरेस्पेक्ट गर्छ,1
इन्डिया हरु पानी तोरी हो हरिया मुजिइ थिंक बिफोर टो स्पीक ब्रो😡😡😡,1
बुझेस वी१० यामा दाए को कुरा मुजिइ ...बोल्नु पाया वन्दाए मा   बोल्ने नि तरिका हुन्क्सा ला.....  ...बिच🖕🖕🖕🖕🖕🖕🖕,1
"टू चाई के किङ मुगे 
     👉🖕🏿🖕🏾🖕🏽🖕🏼🖕🏻🖕👈 👿👿
   यामा बुद्ध दै वनको नेपहप 👑गोड  हो   यामा बुद्ध दै लाई इन्डिया को र्यापर सँग ना दाझ ला भिटेन फला टू राम्रो र्यापर भानु सिख सबै लाई माया गर्नु सिख ला भिटेन 😡😡
    😈फर्स्ट यामा बुद्ध दै लाई सोरी वन 👿
       किङ 👑अल्वेज 🔥किङ 👑 हो

      रेस्ट 😥
             इन 😞
               पिस😢
          यामा बुद्ध दै🙏🙏 ❤❤",1
भिटेन टोटा केएनडीईओ जस्थो चास ट्रियो रफ पुने कुन्देओ जस्थो चा मुगे भिटेन,1
मुगे मुख किन क्सोडक्सास,1
तेरो बाव भिटेन मदारचोड  जथा,1
मदर फुकर्स वेतन ....🖕🖕🖕🖕🖕🖕साला खटाय नेपाल को खटाय...हो थो मा चेकनै ....हिस सिस्टर चिकुवा🖕🖕🖕🖕🖕🖕🖕करो वेतन गुला खानु आइजा मायरो खाँक्स्स,1
तेरो नया... बोका लिया पाठे खोजेआ को जेएसटीओ...,1
ओया धार ना कारा बाबकबाका बोका च्यानल,1
फक उ मुजी . वाई फाइले मुजी 🖕माचिक्नी बिना सोङ निकाल,1
"फक योउ भिटेन

# खाते. 
जुन थाल मा खाइस. 
तै टु थाल मा हागिश 
.

मुजी खट्टु कू   जोश मा बोल्नु खोर्दा.. 

मुजी

नया लेउनु पâआरएनए ह्âरा.... 
ओन्स. 
ओल्ड íस् अल्वेज गोल्ड.",1
फक उ मग खाते पीएजीएल ....आबा तेरो नि मिति पुगेउ जस्तो एक्सए मग झरे...😣👊👊,1
फक उ कुत्ता साला,1
फक उप भिटेन एमजी भिटेन यामा बुद्ध दै लाई रेस्पेक्ट गर,1
यो ह्वाट डिड योउ से अबाउट यामा दै थिंक बिफोर ह्वाटेभर योउ से फक योउ,1
चीए नोव इ हाते रियली  फक   उर माउथ ची इन्डिया हरि बोल्नु इ आम फ्रम इन्डिया   आबो तेरो  राप गयो तेरो बावरा को कारण ले गर्दा पुलिस डिन्क्सा दनक,1
रेस्पेक्ट थे नेपाली गोट (यामा) ब्रदर... ओर फक ओएफ फ्रम थिस् गेम..,1
डोन'टी उसे नामे अफ यामा बुद्ध ह्वेन योउ आरे फकडप...,1
व्हो थे फक आरे उ टो टेक अबाउट याममा बुद्ध दै हे इस आ लिजेन्ड,1
"""उउउ मेरो बाल्यकाल देखि को मिल्ने साथी"" वन्दै हिने तोरी र्यापर हरु आइले हल्का फूलका नाम चल्न के थालेको यामा बुढा को राप पुरानो वायो रे ... योउ फकिङ रेसिस्ट ..",1
"यामा दै इस लिजेन्ड , व्हो थे फक इस भिटेन ???",1
डोन'टी  जज  ओल्ड राप आईबी  फक वी १० फ्लो कोपी बी मम्बल र्यापर  आउट ओएफ कन्ट्री वी २०,1
हे इस टिचिङ टो हिस फादर होव टो फक।,1
कोम ओन वी१० ह्वाट योउ टेकिङ अबाउट फक योउ,1
तिमी  हाना ता न्यू राप  यामा इस अल्वेज फोर लेजेन्ड्स ओएफ नेपहप उ नो फकर  भिटेन,1
ब्रो योउ नोव ह्वाट यामा बुद्ध इस आ फकिङ लिजेन्ड ब्रो तेसैले यमदै को बेजात चाई नहने हुन्क्सा हिजो को जारे पाठ हरु,1
फक उ टीडब्लू रेपर होस इ एग्री एन्ड डो रेस्पेक्ट बुट थे वे उ डोमिनेट यामा एन्ड लौरे इस नोट गुड थे बोथ कोम आउट विथ थियर स्ट्रगल्स एन्ड योउ केम आउट विथ विरल आशोले..,1
फक याह डोन’टी कम्पेयर विथ आईबी डा,1
फक मुग टीडब्लू फुचे भिटेन तेरो नाम वाट १० चेइ हो,1
टोली मारो अक को गोली ता होइन टोली इन्डियन बोली रा टोली अक को गोली ला होइन टोली अक को रोड हनार मर्दन्चु बुजिस फकर टो मोर्कास झेटोइ,1
फक योउ भिटेन एन्ड मिस योउ यामा,1
जथा फक उ मुगी भिटेन,1
पागल हो गये क्या बन के लाउदे रण्डी के तेरी बहन कि चुट गन्द फाद डुङ्गा भोस्दी के तमिज से बोले नेपाली नेपाली मेरे चुतिया,1
पागल मुजी ब्रेन डामेज्ड ... आईबी इस किङ ओएफ राप योउ नीड टो नोव... एमआर समीर घिसिङ।,1
याममा बुद्ध को नाम किना लिनु परेको यो पागल लाई..चुप लागेर आफ्नो काम गर्नु..राम्रै गरी राको थियो..पाटन हुने समय आयो कि क्या हो?,1
पहिला ठिक लाग्त्यो आहिल आयरा यो मुग पोनी पागल वाएअक्सा जस्तो एक्सए मुग,1
"सुन भाइ हामी ले यामा दै जस्तोः राप हाँक्सु
क्न 
तोहलाई तह एक्सए?
क्न कि हामी लाई तोह जाठो जस्तोः बन्नु क्सायना
बुजिस",1
चोरा खटिए मुजी समीर,1
भाइ मुक चार ना चोर ना ने तारो राप इन्डिया मा चल्चा ला भाइ??,1
थिस् भिटेन एएलएस नोव बिकमिङ फिज्चो लाइक साकार चोर,1
"गाँजा अलिक काम ताँ भोसिडिके
२ ४ स्टिक खयेर्व बोउलक्सास फुछे भोसिडिके चुतिया",1
"यामा बुद्ध, बुलेट फ्लो ,एमसी फ्लो को पाला को रेप मा एउटा चुट्टै फान बसे एक्सए ...विटेन जैले समाज लाई बिगार्नी रेप मात्र हान्क्सा एन्ड हे इस कलिङ लिजेन्ड रबिश...बाबु फ्रेश वये कुरा गरुम्ला ला..झ्याप मा कुन चाई ले भिडियो खिचेर हल्दे जस्तो एक्सए ...",1
फोर यामा बुद्ध ड्यू रेस्पेक्ट बुट पंक लाइक उ विल दिए ओन सोमे स्ट्रिट नो ओने इस गोना गिभ शीत एबीटी उ. माइन्ड उर फ्कुकिङ ल्याङ्ग्वेज जलाई भैया भदै चास नि चिक्ने बाउ को नाम याद चा डिभाइन भने रा. होस मेक सुरे उ डीएनटी उसे शीत वर्ड फोर अन्योने एन्ड डो बेस्ट एन्ड मेक और कन्ट्री प्राउड. जे नेपाल,1
थो चिक्ने था आईबी को खुट्टा को धुलो हो 🖕नेभर कम्पेयर लिजेन्ड ( यामा बुद्ध) विथ डग(भिटेन ),1
चिक्ने ले यूएसए को कोपी गार्क्सा राप अनि नया भयेन रे जथा,1
"मा चिक्न के
लारो  के वन इस या मा डा इ को लागी",1
लारो चुस भिटेन थो रुँदी लाई वेत्या वन्य कर्चु चिक्न्या😠🖕🖕🖕🖕🖕,1
चिक्नी व्तान ता बडी नै हेरो वको होस्कि खो,1
गीडा  चिक्नी निकाल नाता मुग ...🖕,1
लामो चिक्निइइ यामा साङ कम्पेयर नगर 😠,1
यस को नि चाक मा बोसो लागे एक्सए दाजु वाई हो कुनै ठाउ को कन्सर्ट मा यो आयो वने यस को ठाउ देखाई दिनु आनी आफ्हु वन्द ठूलो मान्क्से लाई कसरी रेस्पेक्ट गर्नु पार्क्स मज्जा ले सिखाई नु ला. शाथी हो.....,1
भिटेन को चाकमा  बोसो जमेछ भन्ने कुरा थाहा भयो,1
यो तेरो चाक मा खुब बोसो पलाय जस्तो छ औकात एति छिटो बिर्सेर,1
"घण्टाको नया 
ओल्डशूल इस अल्वेज कुल 
यो पाखे को लिरिक्स को मिनिङ नै चाइना एसको म्युजिक खाली राम्रो हुन्च व्याक,त्राश,रुकी",1
आउकात देखाइस् हैन तेसै खदैनस्स नि बोतल ढुङ्गा गोरुको आनुहार परेको गाई नेपोप को बाटो बनाउने यामा बुद्ध अनि ता मुग आइले आयेर ठूलो कुरा गार्क्सास यामा  बुद्ध जस्तो वयेर देखना सक्सास वने जथा जे पाये टोइ वान्क्सा यामा बुद्ध को बारे,1
खाते मुला आफूली के साम्बांक्सा साला क्नाटे आफू मुला र्यापबाटर हाल्नर ढाका ना .नाए हुन्क्सा मुला खाते,1
"खाते मुजी ,,,खाते बेहोरा नै देखाइस्,,नाली को किरा नाली मै रामाक्स वनेको येही हो,,खाते मुजी खाते बेहोरा नै देखाइस्",1
खाते बाउलाई रेस्पेक्ट गर्न सिख ..यमबुद्ध तेरो बाउ हो मुजी ..भिटेन,1
खाते ट्यापे मुजी तोरी बचाआँ भिटेन,1
खाते मुजी जेपीटी वान्क्सास यामा बुद्ध लाई,1
खाते तोरी र्यापर वयेर के बेसी काराको तेइ पानी कोन्डो जोस्तो राप हानेर मिनिङ लेस राप हरु हान्क्सा तेइ नि अज्ज्कल को फुच्चा फुच्ची ता के निब्बा निब्बी ले गर्दा १म पुगेको एक्सए जाठो बेसी उर्क्सा .. ब्रो तलाई यामा दै को जोस्तो सोङ निकाल्नु ता कि अर्को जुनी मा पानी सम्भव जैना .. मुजी तोरी साला सिख ना केइ युनिक पोएट ..एमसी फ्लो हरु को बारा कसलाई राप वान्क्सा सुन मुजी उह्नरु को वर्ड्स ❤️,1
खाते कुकुर शाले बद्र यामा दै बेस्ट लव योउ यामा धै,1
"खाते एमजी साइको साले गाढा भीटीएन एमजी) 
यामा बुद्ध दै लिजेन्ड हो सबै नेपालीलाई थाहा एक्सए",1
खाते एमजी आफूलाई चाई के लिजेन्ड सोचक्स्स क्या हो😂,1
कति दिन वथ्यो लकडाउन ले गर्दा ढुङ्गा खाना नपाको घर मा बसेर पक्कै गु खयेचा.इमेजिन गर्दै चु आबा यो खाते फुछे ले  के के भेट्ने हो अर्को चोटी स्टेज मा आउदा.येसको औकात लास्ट मा प्लास्टिक टिप्नी नै हो।,1
लास्ट वी १० ले आफ्नो खाते पारा देखाएरै क्सोड्यो वायर बुट यामा बुद्ध इस स्टे इन और हर्ट लिजेन्ड इस लिजेन्ड आईबी इस रक्स❤️,1
तेरो गीत राम्रो लग्क्सा तर तैले खाते पारा देखौक्सास अनि रिसुथक्सा,1
एस्को गितमा के लिरिक्स हुन्छ र ? यो खाते हो आफ्नो औकात देखायो,1
५५५ को पानी नाम लेच तोरी ले मु जी खाते बाछ ५५५ ता वन्द धेरै स्टान्डर्ड र्यापर चा वाई,1
खातेहरू दारुको जोस मा यामा दाइको इन्कल्ट गरिरक्षण भिटेन यामा दाइइ को चेला हो याद राख,1
भाङ र धतुरोमा एनिटाइम झुल्लीने भिटेन तिम्रो थुतुनो फुट्ला है अलि बिचार गर खाते जस्तो आफू तेस्तै तेस्को राप... सुन भाइ तेरो  राप तब सम्म राप हुन्क्सा जब सम्म तैले अरुको इज्जत गार्क्सास नवा तेरो फान्स हारले तलाई कुनै दिन #रिप लेख्ने क्सान.माइन्ड उर ल्याङ्ग्वेज. बुल शीत😡😬,1
माचिक्नी किना यामा दै को डोमिनेट गार्क्सास टीडब्लू जस्तो झरे पेटी सम्झिस् कि हो खाते😤😤,1
"टीडब्लू मुगी पानी सक्किस आबा खाते 😡
तेरो बाउ को पानी बाउ हो यामा बुद्ध टीडब्लू वर्खर जन्मेको बाछ होस हिप होप मा🖕🖕🖕😡",1
मचिने भिटेन हो कि बेन्टन  तेरो उल्टी दिन सुरु व्यो खाते 👊👊,1
"कुन ठाउँ को जंगल बाट हरायर आएको कुन प्रजातिको जनाबर हो यो।।
यमा दाजु ले बनाएको बाटोमा नै तेरो खटरा साइकल(तोरि र्‍याप) चलाउदै छस।। खाते
यमा दाजु महान हुनुहुन्थ्यो।।उहाको महान सोच बिचार अनि एक शब्द हजारौ अर्थ ले भरिएका गितहरु ले गर्दा यमा दाजु हाम्रो मन मस्तिष्क मा अमर रहनु भएको छ।।
यमा दाजु ले बनाएको बाटो अझै ठूलो अझै लामो त बनाउन सक्दैन त जस्ता तोरिहरु कमसेकम त्यो बाटो मा राम्ररी हिन्न त सिक।।",1
चुप लाग मुग खाते,1
यो खाते को नि दिन गयो आबा..गिभ रेस्पेक्ट मन 😎,1
त खाते जस्तो होइन यमाबुद्द संग तुलना नगर्,1
खाते ले आफ्नो औकात देखायर नै क्सोड्यो यामा बुद्ध अल्वेज बेटर,1
खाले खाते आउकात मा आयो योइ देखेनु बाकी थियो😁😁😂,1
खाते  यामा तेरो बाउ हो मुग,1
औकात देखाउदा रैचा भिटेन. का को डोन जस्तो खाते,1
खाते  जिकुवा ट्रिप मा हो क्या जेपीटी बोल्दै एक्सएस,1
"यो भिटेन खाते........जा थानका पेन्ट गर्नु बरु.....
औटो तुने रा बटाला लिरिक्स🤮",1
जसको नेपहप मा केइ कन्ट्रिब्युसन जैना तेइ खाते बडी बोल्क्सा।,1
खाते पारा देखाइस् आइले आयेर।,1
केरा खाउ वीटीटीटेन लामबहादुर,1
"कुकुर लाई जति नाई मासु वाट खाना दियानी   
आक्सी खाना क्सोर्दैन के 
हु ताही वाक्सा यूओ कुकुर लाई 
रेस्पेक्ट थे लिजेन्ड यामा दाइइ ❤️❤️",1
एन्ड कुकुर अल्वेज एटी लास्ट थे इट शीत नोट बोन,1
था मुजे कुकुर,1
ओइ  कुकुर मुख समालेर बोल तेरो घरमा आमा दिदी चाइना,1
बेसी गाँजा फुकेर  गोट्टी च्याप रा  बावलाको यो कुकुर  😠😠😠😠😡,1
"भिटेन कुकुर
रेस्पेक्ट आईबी दै",1
टो कन्डोको ची आ खायाको चु हामी इन्डिया ला जथा,1
एमसी रण्डीको बन एमएच,1
एमसी ता पहिला नेपप बाट वाग  खाते साले ....,1
एमसी खाते आफ्नो औकात देखाइस् हैन 😡😡🖕🖕 भिटेन,1
एमसी एमजी जेपीटी बोल्क्सा भीटीएन चोर..,1
ओए एमसी सुन टीडब्लू जे पो जीआर बल वाँव बुट यामा इस ग्रेट यो याद राख,1
एमसी बाचा हल्ला गर्चा ट्रिप मा चतुरे बाचा,1
सबै जना यामा बुद्ध को कुरा गार्क्सा बुट वे हेव स्टिल लेफ्ट ओने लिजेन्ड एमसी फ्लो तारा कसैले कुरा गर्दैन लेट्स सपोर्ट और ओने लिजेन्ड 😥,1
एमसी वी टेन,1
ता एमसी को नै राम्रो एक्स,1
"बोयकट भिटेन😠 लिस्टेन टो युनिक पोएट बालें एन्ड एमसी फ्लो❣️यामा बुद्ध अल्वेज इन और हर्ट 
डोन'टी काल हिम लाइक थात..😠.

वे कान्ट टोलरेट..
भिटेन को गीत फ्लप गर्दिनु पर्यो क्त हो..
अनि साकार शोल्ड ब्याक नोव..",1
एमसी फ्लो एन्ड यामा बुद्ध दै बोथ आरे थे आइडोल ओएफ नेपाली नेफोब बुट थिस् ओने इस आ सिङले पिस ओएफ शीत 😂,1
एमजी आफू ले पाले को कुकुर ले आफोई लाई टोक्सा व्ने को येही हो 🙏🙏,1
एमजी एमसी भिटेन यामा भूधा लोव योउ,1
चुप एमजी जुट थाल मा खाँक्सा तेइ मा हाग्क्सास 🤮🤮,1
"यो एमजी मम्बल,आउटुने,मिक्सिङ र्यापर ले लिजेन्ड को डिसरेस्पेक्ट ग्रे के भो....वे नोव व्हो इस यामा बुध्ध....",1
चिकना हेरो बैंक्सास एमजी भिटेन  वाइ,1
"यामा दै तेरो 
बाउ हो बुजिस
बाउको बेजत गर्न 
खोजक्सास एमजी",1
रिप भिटेन एमजी,1
तेरो येस्ती अट्युड ले गेर्दा टीडब्लू वेटक्सास एमजी,1
नेपाली हिपहप को पिता हो यम बुद्ध। यदि यम बुद्ध त्यो बेला नभएको भए आज नेपालमा हिपहप के हो भनेर थाहा पनि हुने थिएन होला।जा गएर सोध घर-घरमा जुन सुकै उमेर समूहका मानिसलाई अनि थाहा पाउँछस को थिए यम बुद्ध? साले तिमीहरु जस्तो राइम बानाउनको लागि सुन्ने नमिल्ने शव्दहरू प्रयोग गरेर हिट हुने बाटो बनाइ दिएको थिए यम बुद्धले।त साच्चिकै र्यापर होस भनेनि पुजा गर्ने गर यम बुद्धको तस्वीर लाई बिहान बेलुका। साले भतुवा ‌😡,1
"यो साले खातेको थुतुनोले सिन्कोको किरा घिच्या छ कि क्या हो मीठो वचन त छदैछैन साले कुकुरको , पसु भन्दानी तल्लो लेबलको आचिखाने कुकुर गधा 😈 भो तं अब धेर नभुक तेरो भुकाइ बाट आचि र सिनो गनायो छि थु।",1
येस्तो ले स्टोन नखेर कोले खाँक्सा साला आझै केके खाँक्सा यो साला ले,1
रुक को आउट पात मात्र के बन्न पाको तेयो साला पुरा रुक नै मेरो हो वानर्व फुर्ती लौक्सा आउट २एता के गीत फेमस वायो साला आफू ले आफू लाई यामा बुद्द सँग तौलिन थाल्यो वायर,1
ओए साला वेतन याद एक्सए टीडब्ल्यूली   १० रूपमै मागिर टीडब्लू  रुम मा जाँक्सु वानेर भाटो मा चुरेट तानेर हिन्थिस याद एक्सए साला,1
